created_at,updated_at,deleted,id,parent_id,title,title_ar,location_type_id,latlng,admin_level_id,description,postal_code,country_id,tags,full_location,id_tree
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,49,,Lysychansk,,1,POINT(38.4306 48.9169),,,,,,"Lysychansk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,50,,Dovzhansk,,1,POINT(39.6472 48.0778),,,,,,"Dovzhansk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,51,,Mukacheve,,1,POINT(22.7136 48.4414),,,,,,"Mukacheve, Zakarpatska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,52,,Uman,,1,POINT(30.2167 48.75),,,,,,"Uman, Cherkaska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,53,,Chervonohrad,,1,POINT(24.2275 50.3822),,,,,,"Chervonohrad, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,54,,Yalta,,1,POINT(34.17 44.4994),,,,,,"Yalta, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,55,,Yenakiieve,,1,POINT(38.2053 48.2311),,,,,,"Yenakiieve, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,56,,Bakhmut,,1,POINT(38.0008 48.5947),,,,,,"Bakhmut, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,57,,Stakhanov,,1,POINT(38.6586 48.5681),,,,,,"Stakhanov, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,58,,Nizhyn,,1,POINT(31.8805 51.0474),,,,,,"Nizhyn, Chernihivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,59,,Kostiantynivka,,1,POINT(37.7167 48.5333),,,,,,"Kostiantynivka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,60,,Fedosiia,,1,POINT(35.3792 45.0489),,,,,,"Fedosiia, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,61,,Kovel,,1,POINT(24.7167 51.2167),,,,,,"Kovel, Volynska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,62,,Smila,,1,POINT(31.8667 49.2167),,,,,,"Smila, Cherkaska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,63,,Korosten,,1,POINT(28.65 50.95),,,,,,"Korosten, Zhytomyrska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,64,,Pokrovsk,,1,POINT(37.1828 48.2828),,,,,,"Pokrovsk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,65,,Pervomaisk,,1,POINT(30.85 48.05),,,,,,"Pervomaisk, Mykolaivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,66,,Kolomyia,,1,POINT(25.0333 48.5167),,,,,,"Kolomyia, Ivano-Frankivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,67,,Rubizhne,,1,POINT(38.3722 49.0336),,,,,,"Rubizhne, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,68,,Chornomorsk,,1,POINT(30.6569 46.3017),,,,,,"Chornomorsk, Odeska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,69,,Khartsyzk,,1,POINT(38.15 48.0333),,,,,,"Khartsyzk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,70,,Druzhkivka,,1,POINT(37.5278 48.6203),,,,,,"Druzhkivka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,71,,Stryi,,1,POINT(23.85 49.25),,,,,,"Stryi, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,72,,Bilhorod-Dnistrovskyi,,1,POINT(30.35 46.1833),,,,,,"Bilhorod-Dnistrovskyi, Odeska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,73,,Irpin,,1,POINT(30.25 50.5167),,,,,,"Irpin, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,74,,Novohrad-Volynskyi,,1,POINT(27.6333 50.5833),,,,,,"Novohrad-Volynskyi, Zhytomyrska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,75,,Lozova,,1,POINT(36.3161 48.8892),,,,,,"Lozova, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,76,,Antratsyt,,1,POINT(39.0833 48.1167),,,,,,"Antratsyt, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,77,,Chystiakove,,1,POINT(38.6264 48.0219),,,,,,"Chystiakove, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,78,,Horishni Plavni,,1,POINT(33.6667 49.0167),,,,,,"Horishni Plavni, Poltavska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,79,,Myrnohrad,,1,POINT(37.2681 48.2911),,,,,,"Myrnohrad, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,80,,Shakhtarsk,,1,POINT(38.4833 48.0333),,,,,,"Shakhtarsk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,81,,Okhtyrka,,1,POINT(34.9016 50.3074),,,,,,"Okhtyrka, Sumska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,82,,Brianka,,1,POINT(38.6431 48.5133),,,,,,"Brianka, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,83,,Snizhne,,1,POINT(38.7667 48.0167),,,,,,"Snizhne, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,84,,Rovenky,,1,POINT(39.3667 48.0833),,,,,,"Rovenky, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,85,,Fastiv,,1,POINT(29.9181 50.0747),,,,,,"Fastiv, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,86,,Lubny,,1,POINT(32.9869 50.0186),,,,,,"Lubny, Poltavska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,87,,Krasnodon,,1,POINT(39.7333 48.3),,,,,,"Krasnodon, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,88,,Shepetivka,,1,POINT(27.0667 50.1833),,,,,,"Shepetivka, Khmelnytska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,89,,Romny,,1,POINT(33.4879 50.7428),,,,,,"Romny, Sumska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,90,,Myrhorod,,1,POINT(33.6 49.9667),,,,,,"Myrhorod, Poltavska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,91,,Podilsk,,1,POINT(29.535 47.7419),,,,,,"Podilsk, Odeska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,92,,Vyshneve,,1,POINT(30.3581 50.3869),,,,,,"Vyshneve, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,93,,Vasylkiv,,1,POINT(30.3217 50.1775),,,,,,"Vasylkiv, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,94,,Dubno,,1,POINT(25.735 50.3931),,,,,,"Dubno, Rivnenska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,95,,Boryslav,,1,POINT(23.4267 49.2881),,,,,,"Boryslav, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,96,,Holubivske,,1,POINT(38.6433 48.6375),,,,,,"Holubivske, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,97,,Boyarka,,1,POINT(30.2886 50.3292),,,,,,"Boyarka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,98,,Yasynuvata,,1,POINT(37.8333 48.1167),,,,,,"Yasynuvata, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,99,,Bucha,,1,POINT(30.2208 50.5486),,,,,,"Bucha, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,100,,Avdiivka,,1,POINT(37.75 48.1333),,,,,,"Avdiivka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,101,,Sambir,,1,POINT(23.2 49.5167),,,,,,"Sambir, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,102,,Toretsk,,1,POINT(37.8733 48.3917),,,,,,"Toretsk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,103,,Zhmerynka,,1,POINT(28.1 49.05),,,,,,"Zhmerynka, Vinnytska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,104,,Chuhuiv,,1,POINT(36.6899 49.8372),,,,,,"Chuhuiv, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,105,,Mohyliv-Podilskyi,,1,POINT(27.7833 48.45),,,,,,"Mohyliv-Podilskyi, Vinnytska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,106,,Truskavets,,1,POINT(23.505 49.2806),,,,,,"Truskavets, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,107,,Khmilnyk,,1,POINT(27.9572 49.5569),,,,,,"Khmilnyk, Vinnytska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,108,,Kupiansk,,1,POINT(37.6167 49.7064),,,,,,"Kupiansk, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,109,,Pereyaslav-Khmel’nyts’kyy,,1,POINT(31.445 50.065),,,,,,"Pereyaslav-Khmel’nyts’kyy, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,110,,Sofiyivs’ka Borshchahivka,,1,POINT(30.3692 50.4114),,,,,,"Sofiyivs’ka Borshchahivka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,111,,Perevalsk,,1,POINT(38.8167 48.4333),,,,,,"Perevalsk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,112,,Vynohradiv,,1,POINT(23.0331 48.1397),,,,,,"Vynohradiv, Zakarpatska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,113,,Saky,,1,POINT(33.5772 45.1336),,,,,,"Saky, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,114,,Selydove,,1,POINT(37.3 48.15),,,,,,"Selydove, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,115,,Pesochin,,1,POINT(36.1092 49.9539),,,,,,"Pesochin, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,116,,Molodohvardiisk,,1,POINT(39.6583 48.3444),,,,,,"Molodohvardiisk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,117,,Merefa,,1,POINT(36.0686 49.8197),,,,,,"Merefa, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,118,,Bilohorodka,,1,POINT(30.2167 50.4),,,,,,"Bilohorodka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,119,,Sukhodilsk,,1,POINT(39.7167 48.35),,,,,,"Sukhodilsk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,120,,Liubotyn,,1,POINT(35.9306 49.9489),,,,,,"Liubotyn, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,121,,Kotsyubyns’ke,,1,POINT(30.3331 50.4883),,,,,,"Kotsyubyns’ke, Kyiv, Misto",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,122,,Hostomel,,1,POINT(30.2584 50.5893),,,,,,"Hostomel, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,123,,Taromske,,1,POINT(34.7829 48.4619),,,,,,"Taromske, Dnipropetrovska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,124,,Vynnyky,,1,POINT(24.1297 49.8156),,,,,,"Vynnyky, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,125,,Chervonopartyzansk,,1,POINT(39.7833 48.0833),,,,,,"Chervonopartyzansk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,126,,Nyzhnia Krynka,,1,POINT(38.1606 48.1144),,,,,,"Nyzhnia Krynka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,127,,Petrovske,,1,POINT(38.8833 48.2833),,,,,,"Petrovske, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,128,,Antonivka,,1,POINT(32.7228 46.6791),,,,,,"Antonivka, Khersonska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,129,,Zhdanivka,,1,POINT(38.25 48.15),,,,,,"Zhdanivka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,130,,Vakhrusheve,,1,POINT(38.8333 48.1667),,,,,,"Vakhrusheve, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,131,,Hirnyk,,1,POINT(37.3667 48.05),,,,,,"Hirnyk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,132,,Sartana,,1,POINT(37.6954 47.1708),,,,,,"Sartana, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,133,,Haspra,,1,POINT(34.1106 44.4361),,,,,,"Haspra, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,134,,Novgorodskoye,,1,POINT(37.8369 48.3328),,,,,,"Novgorodskoye, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,135,,Inkerman,,1,POINT(33.6083 44.6142),,,,,,"Inkerman, Sevastopol, Misto",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,136,,Korolevo,,1,POINT(23.1333 48.15),,,,,,"Korolevo, Zakarpatska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,137,,Sniatyn,,1,POINT(25.5667 48.45),,,,,,"Sniatyn, Ivano-Frankivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,138,,Sofiivka,,1,POINT(38.1847 48.2683),,,,,,"Sofiivka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,139,,Bezliudivka,,1,POINT(36.2719 49.8694),,,,,,"Bezliudivka, Kharkivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,140,,Bilenke,,1,POINT(37.6314 48.7664),,,,,,"Bilenke, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,141,,Hurzuf,,1,POINT(34.2875 44.5528),,,,,,"Hurzuf, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,142,,Horodenka,,1,POINT(25.5003 48.6675),,,,,,"Horodenka, Ivano-Frankivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,143,,Masandra,,1,POINT(34.1833 44.5167),,,,,,"Masandra, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,144,,Yasnohirka,,1,POINT(37.5506 48.7725),,,,,,"Yasnohirka, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,145,,Pochaiv,,1,POINT(25.4977 50.0079),,,,,,"Pochaiv, Ternopilska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,146,,Vuhlehirsk,,1,POINT(38.2605 48.3128),,,,,,"Vuhlehirsk, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,147,,Zorynsk,,1,POINT(38.6167 48.4167),,,,,,"Zorynsk, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,148,,Komyshany,,1,POINT(32.51 46.64),,,,,,"Komyshany, Khersonska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,149,,Piskivka,,1,POINT(29.595 50.7078),,,,,,"Piskivka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,150,,Karnaukhivka,,1,POINT(34.7376 48.4698),,,,,,"Karnaukhivka, Dnipropetrovska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,151,,Rozkishne,,1,POINT(39.2719 48.4922),,,,,,"Rozkishne, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,152,,Vorzel,,1,POINT(30.1564 50.5464),,,,,,"Vorzel, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,153,,Halych,,1,POINT(24.7217 49.1128),,,,,,"Halych, Ivano-Frankivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,154,,Petropavlivs’ka Borshchahivka,,1,POINT(30.3439 50.4378),,,,,,"Petropavlivs’ka Borshchahivka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,155,,Balabyne,,1,POINT(35.2142 47.735),,,,,,"Balabyne, Zaporizka Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,156,,Zelenivka,,1,POINT(32.6484 46.718),,,,,,"Zelenivka, Khersonska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,157,,Chornukhyne,,1,POINT(38.5156 48.3264),,,,,,"Chornukhyne, Luhanska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,158,,Koreiz,,1,POINT(34.0872 44.4331),,,,,,"Koreiz, Krym, Avtonomna Respublika",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,159,,Bryukhovychi,,1,POINT(23.9436 49.9),,,,,,"Bryukhovychi, Lvivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,160,,Horenka,,1,POINT(30.3175 50.5569),,,,,,"Horenka, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,161,,Zalizne,,1,POINT(37.8733 48.375),,,,,,"Zalizne, Donetska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,162,,Khotiv,,1,POINT(30.4664 50.3333),,,,,,"Khotiv, Kyivska Oblast",
2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,,163,,Chabany,,1,POINT(30.4228 50.34),,,,,,"Chabany, Kyivska Oblast",
